Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
19/07/2022 11:41:50 AM,"556","22.9","46","998"
19/07/2022 11:42:50 AM,"556","22.9","46","998"
19/07/2022 11:43:50 AM,"556","22.9","46","998"
19/07/2022 11:44:50 AM,"556","22.9","46","998"
19/07/2022 11:45:50 AM,"553","22.9","46","998"
19/07/2022 11:46:50 AM,"553","22.9","46","998"
19/07/2022 11:47:50 AM,"553","22.9","46","998"
19/07/2022 11:48:50 AM,"553","22.9","46","998"
19/07/2022 11:49:50 AM,"553","22.9","46","998"
19/07/2022 11:50:50 AM,"557","22.9","46","997"
19/07/2022 11:51:50 AM,"557","22.9","46","997"
19/07/2022 11:52:50 AM,"557","22.9","46","997"
19/07/2022 11:53:50 AM,"557","22.9","46","997"
19/07/2022 11:54:50 AM,"557","22.9","46","997"
19/07/2022 11:55:50 AM,"562","22.9","46","998"
19/07/2022 11:56:50 AM,"562","22.9","46","998"
19/07/2022 11:57:50 AM,"562","22.9","46","998"
19/07/2022 11:58:50 AM,"562","22.9","46","998"
19/07/2022 11:59:50 AM,"562","22.9","46","998"
19/07/2022 12:00:50 PM,"540","22.9","47","998"
19/07/2022 12:01:50 PM,"540","22.9","47","998"
19/07/2022 12:02:50 PM,"540","22.9","47","998"
19/07/2022 12:03:50 PM,"540","22.9","47","998"
19/07/2022 12:04:50 PM,"540","22.9","47","998"
19/07/2022 12:05:50 PM,"554","23.6","48","998"
19/07/2022 12:06:50 PM,"554","23.6","48","998"
19/07/2022 12:07:50 PM,"554","23.6","48","998"
19/07/2022 12:08:50 PM,"554","23.6","48","998"
19/07/2022 12:09:50 PM,"554","23.6","48","998"
19/07/2022 12:10:50 PM,"549","24.4","49","998"
19/07/2022 12:11:50 PM,"549","24.4","49","998"
19/07/2022 12:12:50 PM,"549","24.4","49","998"
19/07/2022 12:13:50 PM,"549","24.4","49","998"
19/07/2022 12:14:50 PM,"549","24.4","49","998"
19/07/2022 12:15:50 PM,"550","25.2","49","998"
19/07/2022 12:16:50 PM,"550","25.2","49","998"
19/07/2022 12:17:50 PM,"550","25.2","49","998"
19/07/2022 12:18:50 PM,"550","25.2","49","998"
19/07/2022 12:19:50 PM,"550","25.2","49","998"
19/07/2022 12:20:50 PM,"567","25.9","49","998"
19/07/2022 12:21:50 PM,"567","25.9","49","998"
19/07/2022 12:22:50 PM,"567","25.9","49","998"
19/07/2022 12:23:50 PM,"567","25.9","49","998"
19/07/2022 12:24:50 PM,"567","25.9","49","998"
19/07/2022 12:25:50 PM,"574","26.3","49","994"
19/07/2022 12:26:50 PM,"574","26.3","49","994"
19/07/2022 12:27:50 PM,"574","26.3","49","994"
19/07/2022 12:28:50 PM,"574","26.3","49","994"
19/07/2022 12:29:50 PM,"574","26.3","49","994"
19/07/2022 12:30:50 PM,"645","26.5","49","994"
19/07/2022 12:31:50 PM,"645","26.5","49","994"
19/07/2022 12:32:50 PM,"645","26.5","49","994"
19/07/2022 12:33:50 PM,"645","26.5","49","994"
19/07/2022 12:34:50 PM,"645","26.5","49","994"
19/07/2022 12:35:50 PM,"677","26.5","48","994"
19/07/2022 12:36:50 PM,"677","26.5","48","994"
19/07/2022 12:37:50 PM,"677","26.5","48","994"
19/07/2022 12:38:50 PM,"677","26.5","48","994"
19/07/2022 12:39:50 PM,"677","26.5","48","994"
19/07/2022 12:40:50 PM,"720","26.4","48","994"
19/07/2022 12:41:50 PM,"720","26.4","48","994"
19/07/2022 12:42:50 PM,"720","26.4","48","994"
19/07/2022 12:43:50 PM,"720","26.4","48","994"
19/07/2022 12:44:50 PM,"720","26.4","48","994"
19/07/2022 12:45:50 PM,"740","26.3","48","994"
19/07/2022 12:46:50 PM,"740","26.3","48","994"
19/07/2022 12:47:50 PM,"740","26.3","48","994"
19/07/2022 12:48:50 PM,"740","26.3","48","994"
19/07/2022 12:49:50 PM,"740","26.3","48","994"
19/07/2022 12:50:50 PM,"752","26.2","48","994"
19/07/2022 12:51:50 PM,"752","26.2","48","994"
19/07/2022 12:52:50 PM,"752","26.2","48","994"
19/07/2022 12:53:50 PM,"752","26.2","48","994"
19/07/2022 12:54:50 PM,"752","26.2","48","994"
19/07/2022 12:55:50 PM,"771","26.2","47","994"
19/07/2022 12:56:50 PM,"771","26.2","47","994"
19/07/2022 12:57:50 PM,"771","26.2","47","994"
19/07/2022 12:58:50 PM,"771","26.2","47","994"
19/07/2022 12:59:50 PM,"771","26.2","47","994"
19/07/2022 1:00:50 PM,"774","26.2","47","994"
19/07/2022 1:01:50 PM,"774","26.2","47","994"
19/07/2022 1:02:50 PM,"774","26.2","47","994"
19/07/2022 1:03:50 PM,"774","26.2","47","994"
19/07/2022 1:04:50 PM,"774","26.2","47","994"
19/07/2022 1:05:50 PM,"786","26.1","47","994"
19/07/2022 1:06:50 PM,"786","26.1","47","994"
19/07/2022 1:07:50 PM,"786","26.1","47","994"
19/07/2022 1:08:50 PM,"786","26.1","47","994"
19/07/2022 1:09:50 PM,"786","26.1","47","994"
19/07/2022 1:10:50 PM,"802","26.1","47","994"
19/07/2022 1:11:50 PM,"802","26.1","47","994"
19/07/2022 1:12:50 PM,"802","26.1","47","994"
19/07/2022 1:13:50 PM,"802","26.1","47","994"
19/07/2022 1:14:50 PM,"802","26.1","47","994"
19/07/2022 1:15:50 PM,"824","26.1","47","994"
19/07/2022 1:16:50 PM,"824","26.1","47","994"
19/07/2022 1:17:50 PM,"824","26.1","47","994"
19/07/2022 1:18:50 PM,"824","26.1","47","994"
19/07/2022 1:19:50 PM,"824","26.1","47","994"
19/07/2022 1:20:50 PM,"849","26.1","47","994"
19/07/2022 1:21:50 PM,"849","26.1","47","994"
19/07/2022 1:22:50 PM,"849","26.1","47","994"
19/07/2022 1:23:50 PM,"849","26.1","47","994"
19/07/2022 1:24:50 PM,"849","26.1","47","994"
19/07/2022 1:25:50 PM,"853","26.1","47","994"
19/07/2022 1:26:50 PM,"853","26.1","47","994"
19/07/2022 1:27:50 PM,"853","26.1","47","994"
19/07/2022 1:28:50 PM,"853","26.1","47","994"
19/07/2022 1:29:50 PM,"853","26.1","47","994"
19/07/2022 1:30:50 PM,"853","26.1","47","994"
19/07/2022 1:31:50 PM,"853","26.1","47","994"
19/07/2022 1:32:50 PM,"853","26.1","47","994"
19/07/2022 1:33:50 PM,"853","26.1","47","994"
19/07/2022 1:34:50 PM,"853","26.1","47","994"
19/07/2022 1:35:50 PM,"856","26.1","47","994"
19/07/2022 1:36:50 PM,"856","26.1","47","994"
19/07/2022 1:37:50 PM,"856","26.1","47","994"
19/07/2022 1:38:50 PM,"856","26.1","47","994"
19/07/2022 1:39:50 PM,"856","26.1","47","994"
19/07/2022 1:40:50 PM,"855","26.0","47","994"
19/07/2022 1:41:50 PM,"855","26.0","47","994"
19/07/2022 1:42:50 PM,"855","26.0","47","994"
19/07/2022 1:43:50 PM,"855","26.0","47","994"
19/07/2022 1:44:50 PM,"855","26.0","47","994"
19/07/2022 1:45:50 PM,"856","26.1","47","994"
19/07/2022 1:46:50 PM,"856","26.1","47","994"
19/07/2022 1:47:50 PM,"856","26.1","47","994"
19/07/2022 1:48:50 PM,"856","26.1","47","994"
19/07/2022 1:49:50 PM,"856","26.1","47","994"
19/07/2022 1:50:50 PM,"881","26.1","47","994"
19/07/2022 1:51:50 PM,"881","26.1","47","994"
19/07/2022 1:52:50 PM,"881","26.1","47","994"
19/07/2022 1:53:50 PM,"881","26.1","47","994"
19/07/2022 1:54:50 PM,"881","26.1","47","994"
19/07/2022 1:55:50 PM,"858","26.0","47","994"
19/07/2022 1:56:50 PM,"858","26.0","47","994"
19/07/2022 1:57:50 PM,"858","26.0","47","994"
19/07/2022 1:58:50 PM,"858","26.0","47","994"
19/07/2022 1:59:50 PM,"858","26.0","47","994"
19/07/2022 2:00:50 PM,"881","26.0","47","994"
19/07/2022 2:01:50 PM,"881","26.0","47","994"
19/07/2022 2:02:50 PM,"881","26.0","47","994"
19/07/2022 2:03:50 PM,"881","26.0","47","994"
19/07/2022 2:04:50 PM,"881","26.0","47","994"
19/07/2022 2:05:50 PM,"889","26.0","47","994"
19/07/2022 2:06:49 PM,"889","26.0","47","994"
19/07/2022 2:07:49 PM,"889","26.0","47","994"
19/07/2022 2:08:49 PM,"889","26.0","47","994"
19/07/2022 2:09:49 PM,"889","26.0","47","994"
19/07/2022 2:10:49 PM,"900","26.0","47","994"
19/07/2022 2:11:49 PM,"900","26.0","47","994"
19/07/2022 2:12:49 PM,"900","26.0","47","994"
19/07/2022 2:13:49 PM,"900","26.0","47","994"
19/07/2022 2:14:49 PM,"900","26.0","47","994"
19/07/2022 2:15:49 PM,"1160","26.6","50","994"
19/07/2022 2:16:52 PM,"1177","26.6","49","994"
19/07/2022 2:17:51 PM,"440","27.8","53","994"
19/07/2022 2:18:51 PM,"431","29.0","50","993"
19/07/2022 2:19:51 PM,"446","29.9","48","993"
19/07/2022 2:20:51 PM,"435","30.6","46","993"
19/07/2022 2:21:51 PM,"893","30.9","42","993"
19/07/2022 2:22:51 PM,"1040","30.6","43","993"
19/07/2022 2:23:51 PM,"1102","30.2","43","993"
19/07/2022 2:24:51 PM,"1145","29.7","43","993"
19/07/2022 2:25:51 PM,"1159","29.3","43","993"
19/07/2022 2:26:51 PM,"1192","28.9","43","993"
19/07/2022 2:27:51 PM,"1233","28.6","43","993"
19/07/2022 2:28:51 PM,"1204","28.2","44","993"
19/07/2022 2:29:51 PM,"1215","27.9","44","993"
19/07/2022 2:30:51 PM,"1214","27.7","44","993"
19/07/2022 2:31:51 PM,"1203","27.5","44","993"
19/07/2022 2:32:51 PM,"1220","27.4","44","993"
19/07/2022 2:33:51 PM,"1204","27.2","45","993"
19/07/2022 2:34:51 PM,"1207","27.1","45","993"
19/07/2022 2:35:51 PM,"1209","27.1","45","993"
19/07/2022 2:36:51 PM,"1202","27.0","45","993"
19/07/2022 2:37:51 PM,"1194","26.9","45","993"
19/07/2022 2:38:51 PM,"1189","26.9","45","993"
19/07/2022 2:39:51 PM,"1206","26.8","46","993"
19/07/2022 2:40:51 PM,"1196","26.8","46","993"
19/07/2022 2:41:51 PM,"1162","26.8","46","993"
19/07/2022 2:42:51 PM,"1169","26.8","46","993"
19/07/2022 2:43:51 PM,"1227","26.7","46","993"
19/07/2022 2:44:51 PM,"1238","26.7","47","993"
19/07/2022 2:45:51 PM,"1249","26.7","47","993"
19/07/2022 2:46:51 PM,"1246","26.7","47","993"
19/07/2022 2:47:51 PM,"1163","26.7","49","993"
19/07/2022 2:48:51 PM,"825","26.9","52","993"
19/07/2022 2:49:51 PM,"576","27.0","53","993"
19/07/2022 2:50:51 PM,"922","27.0","49","993"
19/07/2022 2:51:51 PM,"1023","26.9","49","993"
19/07/2022 2:52:51 PM,"1026","26.8","49","993"
19/07/2022 2:53:51 PM,"1153","26.8","48","993"
19/07/2022 2:54:51 PM,"1152","26.7","48","993"
19/07/2022 2:55:51 PM,"1155","26.6","48","993"
19/07/2022 2:56:51 PM,"1153","26.5","48","993"
19/07/2022 2:57:51 PM,"1153","26.4","48","993"
19/07/2022 2:58:51 PM,"1154","26.4","47","993"
19/07/2022 2:59:51 PM,"1121","26.3","48","993"
19/07/2022 3:00:51 PM,"1100","26.2","48","993"
19/07/2022 3:01:51 PM,"1102","26.2","48","993"
19/07/2022 3:02:51 PM,"1071","26.2","48","993"
19/07/2022 3:03:51 PM,"1066","26.1","48","993"
19/07/2022 3:04:51 PM,"1068","26.1","48","993"
19/07/2022 3:05:51 PM,"1061","26.1","48","993"
19/07/2022 3:06:51 PM,"1044","26.1","48","993"
19/07/2022 3:07:51 PM,"1040","26.1","48","993"
19/07/2022 3:08:51 PM,"1017","26.1","48","993"
19/07/2022 3:09:51 PM,"1019","26.1","48","993"
19/07/2022 3:10:51 PM,"990","26.1","48","993"
19/07/2022 3:11:51 PM,"1018","26.1","48","993"
19/07/2022 3:12:51 PM,"1017","26.1","48","993"
19/07/2022 3:13:51 PM,"1016","26.1","48","993"
19/07/2022 3:14:51 PM,"1012","26.1","48","993"
19/07/2022 3:15:51 PM,"993","26.1","48","993"
19/07/2022 3:16:51 PM,"982","26.1","49","993"
19/07/2022 3:17:51 PM,"964","26.1","49","993"
19/07/2022 3:18:51 PM,"978","26.1","49","993"
19/07/2022 3:19:51 PM,"971","26.1","49","993"
19/07/2022 3:20:51 PM,"971","26.0","49","993"
19/07/2022 3:21:51 PM,"954","26.0","49","993"
19/07/2022 3:22:51 PM,"922","26.0","49","993"
19/07/2022 3:23:51 PM,"938","26.0","49","993"
19/07/2022 3:24:51 PM,"934","26.0","49","993"
19/07/2022 3:25:51 PM,"925","26.0","49","993"
19/07/2022 3:26:51 PM,"925","26.0","49","993"
19/07/2022 3:27:51 PM,"915","26.0","49","993"
19/07/2022 3:28:51 PM,"900","26.0","49","993"
19/07/2022 3:29:51 PM,"910","26.0","49","993"
19/07/2022 3:30:51 PM,"900","25.9","49","993"
19/07/2022 3:31:51 PM,"873","25.9","49","993"
19/07/2022 3:32:51 PM,"861","25.9","49","993"
19/07/2022 3:33:51 PM,"860","25.9","49","993"
19/07/2022 3:34:51 PM,"860","25.8","49","993"
19/07/2022 3:35:51 PM,"833","25.8","49","993"
19/07/2022 3:36:51 PM,"822","25.7","49","993"
19/07/2022 3:37:51 PM,"839","25.7","49","993"
19/07/2022 3:38:51 PM,"856","25.7","49","993"
19/07/2022 3:39:51 PM,"824","25.6","49","993"
19/07/2022 3:40:51 PM,"812","25.6","49","993"
19/07/2022 3:41:51 PM,"806","25.6","49","993"
19/07/2022 3:42:51 PM,"794","25.6","49","993"
19/07/2022 3:43:51 PM,"795","25.6","49","993"
19/07/2022 3:44:51 PM,"775","25.6","49","993"
19/07/2022 3:45:51 PM,"800","25.7","49","993"
19/07/2022 3:46:51 PM,"800","25.7","49","993"
19/07/2022 3:47:51 PM,"785","25.7","49","993"
19/07/2022 3:48:51 PM,"774","25.7","49","993"
19/07/2022 3:49:50 PM,"785","25.7","49","993"
19/07/2022 3:50:50 PM,"787","25.8","49","993"
19/07/2022 3:51:50 PM,"763","25.8","49","993"
19/07/2022 3:52:50 PM,"757","25.8","49","993"
19/07/2022 3:53:50 PM,"739","25.8","49","993"
19/07/2022 3:54:50 PM,"738","25.8","49","993"
19/07/2022 3:55:50 PM,"758","25.8","49","993"
19/07/2022 3:56:50 PM,"757","25.8","49","993"
19/07/2022 3:57:50 PM,"747","25.8","49","993"
19/07/2022 3:58:50 PM,"751","25.9","49","993"
19/07/2022 3:59:50 PM,"745","25.8","49","993"
19/07/2022 4:00:50 PM,"760","25.8","49","993"
19/07/2022 4:01:50 PM,"749","25.8","49","993"
19/07/2022 4:02:50 PM,"737","25.9","49","993"
19/07/2022 4:03:50 PM,"693","25.9","52","993"
19/07/2022 4:04:50 PM,"667","25.9","51","993"
19/07/2022 4:05:50 PM,"685","26.0","51","993"
19/07/2022 4:06:50 PM,"698","25.9","50","993"
19/07/2022 4:07:50 PM,"705","26.0","50","993"
19/07/2022 4:08:50 PM,"727","25.9","50","993"
19/07/2022 4:09:50 PM,"722","25.9","50","993"
19/07/2022 4:10:50 PM,"739","25.9","50","993"
19/07/2022 4:11:50 PM,"722","25.8","49","993"
19/07/2022 4:12:50 PM,"717","25.8","49","993"
19/07/2022 4:13:50 PM,"724","25.7","49","993"
19/07/2022 4:14:50 PM,"718","25.7","49","993"
19/07/2022 4:15:50 PM,"738","25.7","49","993"
19/07/2022 4:16:50 PM,"709","25.6","49","993"
19/07/2022 4:17:50 PM,"717","25.6","52","993"
19/07/2022 4:18:50 PM,"716","25.6","50","993"
19/07/2022 4:19:51 PM,"741","25.6","50","993"
19/07/2022 4:20:50 PM,"748","25.6","49","993"
19/07/2022 4:21:50 PM,"773","25.6","49","993"
19/07/2022 4:22:50 PM,"763","25.6","49","993"
19/07/2022 4:23:50 PM,"794","25.6","49","993"
19/07/2022 4:24:50 PM,"791","25.6","49","993"
19/07/2022 4:25:50 PM,"791","25.7","49","993"
19/07/2022 4:26:50 PM,"791","25.7","49","993"
19/07/2022 4:27:50 PM,"789","25.7","49","993"
19/07/2022 4:28:50 PM,"775","25.7","49","993"
19/07/2022 4:29:50 PM,"781","25.7","49","993"
19/07/2022 4:30:50 PM,"797","25.7","49","993"
19/07/2022 4:31:50 PM,"793","25.8","49","993"
19/07/2022 4:32:50 PM,"799","25.8","49","993"
19/07/2022 4:33:50 PM,"791","25.8","49","993"
19/07/2022 4:34:50 PM,"799","25.8","49","993"
19/07/2022 4:35:50 PM,"787","25.8","49","993"
19/07/2022 4:36:50 PM,"798","25.8","49","993"
19/07/2022 4:37:50 PM,"794","25.8","49","993"
19/07/2022 4:38:50 PM,"785","25.9","49","993"
19/07/2022 4:39:50 PM,"787","25.8","49","993"
19/07/2022 4:40:50 PM,"792","25.9","49","993"
19/07/2022 4:41:50 PM,"791","25.8","49","993"
19/07/2022 4:42:50 PM,"778","25.8","49","993"
19/07/2022 4:43:50 PM,"780","25.8","49","993"
19/07/2022 4:44:50 PM,"765","25.8","49","993"
19/07/2022 4:45:50 PM,"774","25.8","49","993"
19/07/2022 4:46:50 PM,"760","25.7","49","993"
19/07/2022 4:47:50 PM,"757","25.7","49","993"
19/07/2022 4:48:50 PM,"769","25.6","49","993"
19/07/2022 4:49:50 PM,"779","25.6","49","993"
19/07/2022 4:50:50 PM,"764","25.6","49","993"
19/07/2022 4:51:50 PM,"757","25.6","48","993"
19/07/2022 4:52:50 PM,"735","25.6","48","993"
19/07/2022 4:53:50 PM,"738","25.6","49","993"
19/07/2022 4:54:50 PM,"748","25.6","49","993"
19/07/2022 4:55:50 PM,"746","25.6","49","993"
19/07/2022 4:56:50 PM,"764","25.6","49","993"
19/07/2022 4:57:50 PM,"751","25.7","49","993"
19/07/2022 4:58:50 PM,"739","25.7","49","993"
19/07/2022 4:59:50 PM,"760","25.7","49","993"
19/07/2022 5:00:50 PM,"755","25.7","49","993"
19/07/2022 5:01:50 PM,"767","25.7","49","993"
19/07/2022 5:02:49 PM,"749","25.8","49","993"
19/07/2022 5:03:49 PM,"758","25.8","49","993"
19/07/2022 5:04:49 PM,"761","25.8","49","993"
19/07/2022 5:05:49 PM,"772","25.8","49","993"
19/07/2022 5:06:49 PM,"742","25.8","49","993"
19/07/2022 5:07:49 PM,"753","25.8","49","993"
19/07/2022 5:08:49 PM,"753","25.8","49","993"
19/07/2022 5:09:49 PM,"750","25.8","49","993"
19/07/2022 5:10:49 PM,"756","25.8","49","993"
19/07/2022 5:11:49 PM,"765","25.9","49","993"
19/07/2022 5:12:49 PM,"791","25.9","49","993"
19/07/2022 5:13:49 PM,"765","25.9","49","993"
19/07/2022 5:14:49 PM,"750","25.9","49","993"
19/07/2022 5:15:49 PM,"760","25.9","49","993"
19/07/2022 5:16:49 PM,"764","25.9","49","993"
19/07/2022 5:17:49 PM,"793","25.9","49","993"
19/07/2022 5:18:49 PM,"772","25.9","49","993"
19/07/2022 5:19:49 PM,"776","25.9","49","993"
19/07/2022 5:20:49 PM,"764","25.9","49","993"
19/07/2022 5:21:49 PM,"763","25.9","49","993"
19/07/2022 5:22:49 PM,"761","25.9","49","993"
19/07/2022 5:23:49 PM,"736","25.9","49","993"
19/07/2022 5:24:49 PM,"739","25.9","49","993"
19/07/2022 5:25:49 PM,"737","25.9","49","993"
19/07/2022 5:26:49 PM,"722","26.0","49","993"
19/07/2022 5:27:49 PM,"730","26.0","49","993"
19/07/2022 5:28:49 PM,"720","26.0","50","993"
19/07/2022 5:29:49 PM,"720","26.0","50","993"
19/07/2022 5:30:49 PM,"719","26.0","50","993"
19/07/2022 5:31:49 PM,"731","26.0","49","993"
19/07/2022 5:32:49 PM,"728","26.0","50","993"
19/07/2022 5:33:49 PM,"720","26.0","50","993"
19/07/2022 5:34:49 PM,"727","26.0","50","993"
19/07/2022 5:35:49 PM,"739","26.0","50","993"
19/07/2022 5:36:49 PM,"748","26.0","50","993"
19/07/2022 5:37:49 PM,"753","26.0","50","993"
19/07/2022 5:38:49 PM,"743","26.0","50","993"
19/07/2022 5:39:49 PM,"746","26.1","50","993"
19/07/2022 5:40:49 PM,"761","26.1","50","993"
19/07/2022 5:41:49 PM,"744","26.0","49","993"
19/07/2022 5:42:49 PM,"741","26.0","49","992"
19/07/2022 5:43:49 PM,"732","26.0","49","993"
19/07/2022 5:44:49 PM,"733","26.0","49","992"
19/07/2022 5:45:49 PM,"742","25.9","49","993"
19/07/2022 5:46:49 PM,"738","25.9","49","993"
19/07/2022 5:47:49 PM,"732","25.8","49","993"
19/07/2022 5:48:49 PM,"713","25.8","49","993"
19/07/2022 5:49:49 PM,"724","25.8","49","993"
19/07/2022 5:50:49 PM,"755","25.7","49","993"
19/07/2022 5:51:49 PM,"741","25.7","49","993"
19/07/2022 5:52:49 PM,"732","25.7","49","993"
19/07/2022 5:53:49 PM,"713","25.7","49","993"
19/07/2022 5:54:49 PM,"718","25.7","49","993"
19/07/2022 5:55:49 PM,"730","25.7","49","993"
19/07/2022 5:56:49 PM,"717","25.7","49","993"
19/07/2022 5:57:49 PM,"707","25.7","49","993"
19/07/2022 5:58:49 PM,"727","25.8","49","993"
19/07/2022 5:59:49 PM,"730","25.7","49","993"
19/07/2022 6:00:49 PM,"727","25.8","49","993"
19/07/2022 6:01:49 PM,"700","25.8","49","993"
19/07/2022 6:02:49 PM,"701","25.8","49","993"
19/07/2022 6:03:49 PM,"706","25.8","49","993"
19/07/2022 6:04:49 PM,"720","25.8","49","993"
19/07/2022 6:05:49 PM,"716","25.9","49","993"
19/07/2022 6:06:49 PM,"704","25.9","49","993"
19/07/2022 6:07:49 PM,"705","25.9","49","993"
19/07/2022 6:08:49 PM,"722","25.9","49","993"
19/07/2022 6:09:49 PM,"699","25.9","49","993"
19/07/2022 6:10:49 PM,"688","25.9","49","993"
19/07/2022 6:11:49 PM,"696","25.9","49","993"
19/07/2022 6:12:49 PM,"707","25.9","49","993"
19/07/2022 6:13:49 PM,"699","25.9","49","993"
19/07/2022 6:14:49 PM,"686","26.0","49","993"
19/07/2022 6:15:49 PM,"687","26.0","49","993"
19/07/2022 6:16:49 PM,"692","26.0","49","993"
19/07/2022 6:17:49 PM,"675","26.0","50","993"
19/07/2022 6:18:49 PM,"702","26.0","50","993"
19/07/2022 6:19:49 PM,"687","26.0","50","993"
19/07/2022 6:20:49 PM,"688","26.0","50","993"
19/07/2022 6:21:49 PM,"701","26.0","50","993"
19/07/2022 6:22:49 PM,"688","26.0","50","993"
19/07/2022 6:23:49 PM,"687","26.0","50","993"
19/07/2022 6:24:49 PM,"673","26.0","50","993"
19/07/2022 6:25:49 PM,"702","26.0","49","993"
19/07/2022 6:26:49 PM,"696","26.0","49","993"
19/07/2022 6:27:49 PM,"703","25.9","49","993"
19/07/2022 6:28:49 PM,"698","25.9","49","993"
19/07/2022 6:29:49 PM,"700","25.9","49","993"
19/07/2022 6:30:49 PM,"712","25.8","49","993"
19/07/2022 6:31:49 PM,"712","25.8","49","993"
19/07/2022 6:32:49 PM,"725","25.7","49","993"
19/07/2022 6:33:49 PM,"714","25.7","49","993"
19/07/2022 6:34:49 PM,"688","25.7","49","993"
19/07/2022 6:35:49 PM,"693","25.7","49","993"
19/07/2022 6:36:49 PM,"698","25.7","49","993"
19/07/2022 6:37:49 PM,"687","25.7","49","993"
19/07/2022 6:38:49 PM,"692","25.7","49","993"
19/07/2022 6:39:49 PM,"707","25.7","49","993"
19/07/2022 6:40:49 PM,"688","25.7","49","993"
19/07/2022 6:41:49 PM,"705","25.8","51","993"
19/07/2022 6:42:47 PM,"712","25.8","50","993"
19/07/2022 6:43:47 PM,"716","25.9","49","993"
19/07/2022 6:44:47 PM,"734","25.9","49","993"
19/07/2022 6:45:47 PM,"739","26.0","49","993"
19/07/2022 6:46:47 PM,"768","26.0","49","993"
19/07/2022 6:47:47 PM,"782","26.0","49","993"
19/07/2022 6:48:47 PM,"774","26.0","49","993"
19/07/2022 6:49:47 PM,"780","26.0","49","993"
19/07/2022 6:50:47 PM,"760","26.1","49","993"
19/07/2022 6:51:47 PM,"758","26.1","49","993"
19/07/2022 6:52:47 PM,"727","26.1","49","993"
19/07/2022 6:53:47 PM,"729","26.1","49","993"
19/07/2022 6:54:47 PM,"719","26.1","49","993"
19/07/2022 6:55:47 PM,"728","26.1","49","993"
19/07/2022 6:56:47 PM,"735","26.1","49","993"
19/07/2022 6:57:47 PM,"706","26.2","49","993"
19/07/2022 6:58:47 PM,"717","26.2","49","993"
19/07/2022 6:59:47 PM,"714","26.2","49","993"
19/07/2022 7:00:47 PM,"714","26.2","49","993"
19/07/2022 7:01:47 PM,"704","26.2","49","993"
19/07/2022 7:02:47 PM,"698","26.2","49","993"
19/07/2022 7:03:47 PM,"687","26.2","49","993"
19/07/2022 7:04:47 PM,"693","26.2","49","993"
19/07/2022 7:05:47 PM,"697","26.3","49","993"
19/07/2022 7:06:47 PM,"697","26.3","49","993"
19/07/2022 7:07:47 PM,"693","26.3","49","993"
19/07/2022 7:08:47 PM,"683","26.3","49","993"
19/07/2022 7:09:47 PM,"670","26.3","49","993"
19/07/2022 7:10:47 PM,"695","26.3","49","993"
19/07/2022 7:11:47 PM,"660","26.3","49","993"
19/07/2022 7:12:47 PM,"680","26.3","49","993"
19/07/2022 7:13:47 PM,"659","26.3","50","993"
19/07/2022 7:14:47 PM,"669","26.3","50","993"
19/07/2022 7:15:47 PM,"675","26.3","50","993"
19/07/2022 7:16:47 PM,"678","26.3","50","993"
19/07/2022 7:17:47 PM,"672","26.3","50","993"
19/07/2022 7:18:47 PM,"664","26.3","50","993"
19/07/2022 7:19:47 PM,"670","26.3","50","993"
19/07/2022 7:20:47 PM,"651","26.3","50","993"
19/07/2022 7:21:47 PM,"654","26.3","50","993"
19/07/2022 7:22:47 PM,"643","26.3","50","993"
19/07/2022 7:23:47 PM,"653","26.3","50","993"
19/07/2022 7:24:47 PM,"638","26.3","50","993"
19/07/2022 7:25:47 PM,"665","26.3","50","993"
19/07/2022 7:26:47 PM,"646","26.3","50","993"
19/07/2022 7:27:47 PM,"670","26.3","50","993"
19/07/2022 7:28:47 PM,"661","26.3","50","993"
19/07/2022 7:29:47 PM,"662","26.2","50","993"
19/07/2022 7:30:47 PM,"648","26.3","50","993"
19/07/2022 7:31:47 PM,"656","26.3","50","993"
19/07/2022 7:32:47 PM,"645","26.3","50","993"
19/07/2022 7:33:47 PM,"664","26.3","50","993"
19/07/2022 7:34:47 PM,"662","26.2","50","993"
19/07/2022 7:35:47 PM,"660","26.3","50","993"
19/07/2022 7:36:47 PM,"665","26.3","50","993"
19/07/2022 7:37:47 PM,"680","26.3","50","993"
19/07/2022 7:38:47 PM,"662","26.3","50","993"
19/07/2022 7:39:47 PM,"652","26.2","50","993"
19/07/2022 7:40:47 PM,"647","26.2","50","993"
19/07/2022 7:41:47 PM,"668","26.2","50","993"
19/07/2022 7:42:47 PM,"672","26.3","50","993"
19/07/2022 7:43:47 PM,"682","26.2","50","993"
19/07/2022 7:44:47 PM,"678","26.3","50","993"
19/07/2022 7:45:47 PM,"694","26.3","50","993"
19/07/2022 7:46:47 PM,"694","26.3","50","993"
19/07/2022 7:47:47 PM,"671","26.2","50","993"
19/07/2022 7:48:47 PM,"688","26.3","50","993"
19/07/2022 7:49:47 PM,"675","26.3","50","993"
19/07/2022 7:50:47 PM,"693","26.3","50","993"
19/07/2022 7:51:47 PM,"692","26.3","50","993"
19/07/2022 7:52:47 PM,"698","26.3","50","993"
19/07/2022 7:53:47 PM,"703","26.3","50","993"
19/07/2022 7:54:47 PM,"700","26.3","50","993"
19/07/2022 7:55:47 PM,"708","26.3","50","993"
19/07/2022 7:56:47 PM,"712","26.3","50","993"
